City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
381,Swansea,45,GB,2021-11-28 19:53:53,77,51.6208,-3.9432,39.81,13.69
382,Kilindoni,97,TZ,2021-11-28 19:53:53,77,-7.9139,39.6668,81.3,12.66
383,Angoche,0,MZ,2021-11-28 19:53:53,66,-16.2325,39.9086,76.23,10.42
384,Quang Ngai,100,VN,2021-11-28 19:53:53,95,15.1167,108.8,75.34,11.68
385,Pechenga,33,RU,2021-11-28 19:53:54,93,69.5259,31.1703,-3.14,9.44
386,Fort Payne,1,US,2021-11-28 19:53:54,44,34.4442,-85.7197,58.91,5.75
387,Mattru,74,SL,2021-11-28 19:53:55,93,7.6244,-11.8332,76.01,3.6
388,Darnah,100,LY,2021-11-28 19:53:55,37,32.767,22.6367,75.81,33.44
389,Taua,60,BR,2021-11-28 19:53:56,29,-5.9667,-40.3,92.08,8.16
390,Plymouth,90,US,2021-11-28 19:49:16,62,41.8334,-70.8328,39.04,10.36
391,Bytca,90,SK,2021-11-28 19:53:56,87,49.224,18.5588,39.2,5.75
392,Ofaqim,16,IL,2021-11-28 19:52:58,37,31.3141,34.6203,69.73,0.2
393,Ruwi,0,OM,2021-11-28 19:53:56,50,23.5996,58.5507,75.81,7.36
394,Imbituva,100,BR,2021-11-28 19:50:38,35,-25.23,-50.6044,82.53,6.31
395,Talca,2,CL,2021-11-28 19:53:57,7,-35.4333,-71.6667,82.11,12.44
396,Issenye,100,TZ,2021-11-28 19:53:58,78,-2.0,34.3333,67.5,1.61
397,Rawson,94,AR,2021-11-28 19:53:58,24,-43.3002,-65.1023,74.79,13.44
398,Interlaken,1,US,2021-11-28 19:53:59,48,36.9513,-121.7338,71.89,4.61
399,Lengshuijiang,50,CN,2021-11-28 19:53:59,68,27.6881,111.4294,52.39,2.33
400,Tuatapere,29,NZ,2021-11-28 19:53:59,55,-46.1333,167.6833,55.31,1.92
401,Kropotkin,100,RU,2021-11-28 19:54:00,71,45.4375,40.5756,52.88,5.37
402,Xacmaz,83,AZ,2021-11-28 19:54:00,82,41.4635,48.806,47.01,2.3
403,Mount Gambier,0,AU,2021-11-28 19:54:00,93,-37.8333,140.7667,48.11,5.75
404,Salinopolis,26,BR,2021-11-28 19:54:01,71,-0.6136,-47.3561,83.75,10.98
405,Lazaro Cardenas,4,MX,2021-11-28 19:54:01,52,17.9583,-102.2,85.66,8.7
406,Alofi,65,NU,2021-11-28 19:53:43,61,-19.0595,-169.9187,78.69,12.66
407,Tubuala,100,PA,2021-11-28 19:54:01,84,9.5167,-79.0333,82.51,8.5
408,Salalah,3,OM,2021-11-28 19:55:02,37,17.0151,54.0924,77.31,4.45
409,Klyuchi,23,RU,2021-11-28 19:55:02,86,52.2667,79.1667,13.3,5.93
410,Pran Buri,98,TH,2021-11-28 19:55:02,84,12.3847,99.9098,72.88,10.71
411,Hede,100,CN,2021-11-28 19:55:03,89,33.7681,120.2517,55.45,6.04
412,Vasalemma,100,EE,2021-11-28 19:55:03,87,59.2442,24.29,26.65,7.76
413,Luena,100,AO,2021-11-28 19:55:04,96,-11.7833,19.9167,62.73,3.36
414,Jiquipilas,100,MX,2021-11-28 19:55:05,73,16.6667,-93.65,74.41,8.37
415,Livingston,0,GB,2021-11-28 19:53:17,86,55.9029,-3.5226,32.07,4.61
416,Nchelenge,96,ZM,2021-11-28 19:55:06,85,-9.3451,28.734,70.07,3.98
417,Samana,40,DO,2021-11-28 19:55:06,70,19.2056,-69.3369,88.02,6.91
418,Mananjary,100,MG,2021-11-28 19:55:06,75,-21.2167,48.3333,70.77,4.27
419,Niamey,100,NE,2021-11-28 19:55:07,10,13.5137,2.1098,91.69,2.3
420,Ballitoville,20,ZA,2021-11-28 19:55:07,94,-29.539,31.2144,69.94,9.22
421,Bilibino,95,RU,2021-11-28 19:55:07,99,68.0546,166.4372,-7.42,3.69
422,Itoman,75,JP,2021-11-28 19:55:07,68,26.1247,127.6694,70.18,12.66
423,Cedar City,1,US,2021-11-28 19:52:08,34,37.6775,-113.0619,47.37,3.44
424,Nagato,100,JP,2021-11-28 19:55:08,72,34.3833,131.2,44.51,7.23
425,Vila Franca Do Campo,96,PT,2021-11-28 19:50:09,70,37.7167,-25.4333,61.21,4.92
426,Walvis Bay,0,NA,2021-11-28 19:55:08,88,-22.9575,14.5053,61.75,9.22
427,Dali,1,CN,2021-11-28 19:55:09,77,25.7,100.1833,44.13,2.93
428,Rameswaram,100,IN,2021-11-28 19:55:09,82,9.2833,79.3,80.26,12.3
429,Nianzishan,32,CN,2021-11-28 19:55:09,91,47.5167,122.8833,12.27,4.54
430,Dingle,61,PH,2021-11-28 19:55:09,94,10.9995,122.6711,75.13,7.4
431,Bethanien,0,NA,2021-11-28 19:55:10,32,-26.502,17.1583,70.52,7.74
432,Bereda,100,ES,2021-11-28 19:55:10,94,43.2686,-7.5406,49.75,6.93
433,San Vicente,100,AR,2021-11-28 19:55:10,99,-26.6167,-54.1333,66.36,3.53
434,Petropavlovsk-Kamchatskiy,0,RU,2021-11-28 19:55:11,66,53.0452,158.6483,7.39,2.24
435,Nador,0,MA,2021-11-28 19:55:11,47,35.174,-2.9287,57.45,17.27
436,Marzuq,0,YE,2021-11-28 19:55:11,29,14.4,46.4667,64.47,3.18
437,Kirakira,96,SB,2021-11-28 19:55:12,80,-10.4544,161.9205,81.54,5.84
438,Chiang Rai,57,TH,2021-11-28 19:55:12,100,19.9167,99.9167,62.58,0.0
439,Ribeira Grande,20,PT,2021-11-28 19:55:12,67,38.5167,-28.7,61.2,6.91
440,Gavle,98,SE,2021-11-28 19:55:13,56,60.6745,17.1417,29.95,6.89
441,Saint George,1,US,2021-11-28 19:55:13,24,37.1041,-113.5841,73.87,4.61
442,Whitianga,100,NZ,2021-11-28 19:55:13,65,-36.8333,175.7,66.4,3.4
443,Evensk,100,RU,2021-11-28 19:55:14,95,61.95,159.2333,15.53,3.47
444,Urengoy,79,RU,2021-11-28 19:55:14,100,65.9667,78.3667,-22.07,4.52
445,Northam,99,GB,2021-11-28 19:55:14,74,51.0333,-4.2167,40.62,21.07
446,Fukue,8,JP,2021-11-28 19:55:15,58,32.6881,128.8419,56.12,3.09
447,Camana,88,PE,2021-11-28 19:55:15,74,-16.6228,-72.7111,69.71,7.85
448,Buchanan,18,LR,2021-11-28 19:55:15,82,5.8808,-10.0467,78.76,6.78
449,Patitirion,92,GR,2021-11-28 19:55:16,75,39.15,23.8667,64.04,14.99
450,Anchorage,75,US,2021-11-28 19:55:16,77,61.2181,-149.9003,-5.48,4.61
451,Kenai,90,US,2021-11-28 19:55:16,85,60.5544,-151.2583,3.29,3.44
452,Kiruna,100,SE,2021-11-28 19:55:17,76,67.8557,20.2251,-17.48,0.0
453,Sorong,100,ID,2021-11-28 19:55:17,85,-0.8833,131.25,78.55,3.83
454,Yekaterinovka,100,RU,2021-11-28 19:53:58,98,52.0508,44.3451,37.8,7.23
455,Bowen,100,AU,2021-11-28 19:55:17,80,-20.0167,148.2333,75.42,10.71
456,Hami,0,CN,2021-11-28 19:56:18,57,42.8,93.45,24.96,4.76
457,Bathsheba,20,BB,2021-11-28 19:56:18,66,13.2167,-59.5167,86.61,14.97
458,Roma,90,US,2021-11-28 19:51:52,80,43.2128,-75.4557,33.94,5.75
459,Ust-Tsilma,100,RU,2021-11-28 19:56:18,94,65.441,52.1498,13.06,7.11
460,Nuuk,100,GL,2021-11-28 19:55:09,95,64.1835,-51.7216,38.3,22.26
461,Meadow Lake,0,US,2021-11-28 19:56:19,22,34.8014,-106.5436,65.17,5.53
462,Patnos,69,TR,2021-11-28 19:56:19,93,39.2336,42.8634,38.05,2.8
463,Neiafu,20,TO,2021-11-28 19:56:19,69,-18.65,-173.9833,79.48,10.36
464,Xinyu,7,CN,2021-11-28 19:56:20,85,27.8043,114.9334,53.04,2.89
465,Rosario,75,AR,2021-11-28 19:54:33,64,-32.9468,-60.6393,69.71,23.02
466,Afua,81,BR,2021-11-28 19:56:20,72,-0.1567,-50.3867,83.26,6.2
467,Tanout,73,NE,2021-11-28 19:56:20,12,14.9709,8.8879,77.81,9.71
468,Eyrarbakki,100,IS,2021-11-28 19:56:21,98,63.863,-21.1481,41.05,5.68
469,Juan Lacaze,100,UY,2021-11-28 19:56:21,92,-34.4342,-57.4381,68.07,12.3
470,Dawlatabad,0,AF,2021-11-28 19:56:21,54,36.4141,64.9053,51.24,4.72
471,Balkhash,0,KZ,2021-11-28 19:56:21,52,46.844,74.9804,22.73,12.55
472,Usinsk,100,RU,2021-11-28 19:56:22,95,65.9939,57.5281,11.95,12.8
473,Deogarh,53,IN,2021-11-28 19:56:22,57,21.5333,84.7333,59.5,2.57
474,Khryashchevka,100,RU,2021-11-28 19:56:22,93,53.8119,49.0916,31.98,13.33
475,Chimbote,100,PE,2021-11-28 19:54:54,79,-9.0853,-78.5783,69.17,9.89
476,Piacabucu,85,BR,2021-11-28 19:56:23,79,-10.4056,-36.4344,81.01,14.23
477,Tomatlan,75,MX,2021-11-28 19:56:23,44,19.9333,-105.25,88.5,9.33
478,Moranbah,85,AU,2021-11-28 19:56:23,88,-22.0016,148.0466,73.83,12.21
479,Belmonte,37,BR,2021-11-28 19:56:24,83,-15.8631,-38.8828,80.6,14.16
480,Ulladulla,95,AU,2021-11-28 19:56:24,72,-35.35,150.4667,56.3,3.62
481,Finschhafen,82,PG,2021-11-28 19:56:24,75,-6.6024,147.8681,79.54,7.0
482,Teacapan,98,MX,2021-11-28 19:56:25,54,22.55,-105.75,81.27,8.61
483,Tornio,98,FI,2021-11-28 19:56:25,95,65.8481,24.1466,8.62,2.91
484,Tazmalt,60,DZ,2021-11-28 19:56:25,78,36.3868,4.3989,44.04,11.21
485,Alekseyevsk,100,RU,2021-11-28 19:56:25,94,57.8406,108.3492,15.53,7.23
486,Karaton,100,ID,2021-11-28 19:56:26,94,-6.3424,106.1045,73.56,4.9
487,Mananara,72,MG,2021-11-28 19:56:26,85,-16.1667,49.7667,73.71,5.82
488,Laguna,1,US,2021-11-28 19:56:26,59,38.421,-121.4238,71.42,6.91
489,Athabasca,100,CA,2021-11-28 19:56:27,98,54.7169,-113.2854,35.42,12.33
490,Springbok,20,ZA,2021-11-28 19:56:27,77,-29.6643,17.8865,58.55,4.05
491,Melita,100,CA,2021-11-28 19:56:27,63,49.2681,-100.9967,32.85,10.0
492,Ilulissat,100,GL,2021-11-28 19:56:28,75,69.2167,-51.1,4.64,6.35
493,Niksic,86,ME,2021-11-28 19:56:28,94,42.7731,18.9445,53.47,10.83
494,Doha,0,QA,2021-11-28 19:56:28,49,25.2867,51.5333,71.58,9.22
495,Saint-Denis,75,FR,2021-11-28 19:56:28,91,48.9167,2.3333,37.89,5.75
496,Zeya,0,RU,2021-11-28 19:56:29,58,53.75,127.2667,5.99,5.5
497,Kozhevnikovo,100,RU,2021-11-28 19:56:29,96,56.2589,83.9714,15.31,8.28
498,Naron,99,ES,2021-11-28 19:56:30,87,43.5167,-8.1528,54.45,14.25
499,Lowestoft,15,GB,2021-11-28 19:56:30,65,52.4752,1.7516,37.65,17.38
500,Aloleng,41,PH,2021-11-28 19:52:43,76,16.1307,119.7824,79.47,5.7
501,Tabuk,30,PH,2021-11-28 19:56:30,93,17.4189,121.4443,72.12,3.24
502,Keetmanshoop,34,NA,2021-11-28 19:57:31,10,-26.5833,18.1333,77.92,7.78
503,Staryy Nadym,100,RU,2021-11-28 19:57:31,97,65.6118,72.6842,-12.17,6.67
504,Tarauaca,75,BR,2021-11-28 19:52:49,52,-8.1614,-70.7656,90.01,4.25
505,Zhucheng,100,CN,2021-11-28 19:57:31,90,35.9947,119.3975,50.85,0.83
506,Diu,98,IN,2021-11-28 19:57:32,46,20.7141,70.9822,75.09,8.5
507,Fairbanks,1,US,2021-11-28 19:56:00,72,64.8378,-147.7164,-25.64,0.0
508,Pangkalanbuun,100,ID,2021-11-28 19:57:32,98,-2.6833,111.6167,70.7,2.42
509,Abu Zabad,3,SD,2021-11-28 19:57:32,27,12.35,29.25,80.33,12.68
510,Burdur,75,TR,2021-11-28 19:57:33,67,37.7203,30.2908,56.1,3.44
511,Daru,100,PG,2021-11-28 19:57:33,80,-9.0763,143.2092,79.14,3.04
512,Adrar,0,MR,2021-11-28 19:52:34,29,20.5022,-10.0711,63.61,11.52
513,Tual,72,ID,2021-11-28 19:57:33,71,-5.6667,132.75,83.14,2.35
514,Molochnoye,93,RU,2021-11-28 19:57:34,92,59.2917,39.6787,28.4,10.04
515,Baghdad,0,IQ,2021-11-28 19:57:34,62,33.3406,44.4009,55.31,2.3
516,Hailar,93,CN,2021-11-28 19:57:34,98,49.2,119.7,4.91,6.08
517,Deputatskiy,100,RU,2021-11-28 19:57:35,96,69.3,139.9,-12.21,5.23
518,Murakami,12,JP,2021-11-28 19:57:35,77,38.2333,139.4833,39.36,3.31
519,Rocha,100,UY,2021-11-28 19:57:35,91,-34.4833,-54.3333,68.5,4.18
520,Ponta Do Sol,57,PT,2021-11-28 19:57:35,76,32.6667,-17.1,63.23,8.52
521,Necochea,100,AR,2021-11-28 19:57:36,81,-38.5473,-58.7368,65.37,9.24
522,High Prairie,100,CA,2021-11-28 19:57:37,84,55.4334,-116.4858,40.3,10.09
523,Buhe,42,CN,2021-11-28 19:57:37,53,30.2876,112.2298,50.07,6.24
524,Price,0,US,2021-11-28 19:56:28,34,39.5994,-110.8107,53.78,2.37
525,Riachao Das Neves,55,BR,2021-11-28 19:57:37,72,-11.7461,-44.91,80.89,3.49
526,Tegal,96,ID,2021-11-28 19:57:38,82,-6.8694,109.1402,77.02,5.19
527,Naantali,0,FI,2021-11-28 19:57:38,79,60.4674,22.0243,18.01,6.91
528,Gamba,53,GA,2021-11-28 19:57:38,87,-2.65,10.0,77.63,8.32
529,Havre-Saint-Pierre,90,CA,2021-11-28 19:57:39,80,50.2334,-63.5986,35.6,13.8
530,Port Augusta,0,AU,2021-11-28 19:57:39,49,-32.5,137.7667,57.34,6.69
531,Saint-Pierre,20,RE,2021-11-28 19:57:39,78,-21.3393,55.4781,76.68,5.75
532,Kangaatsiaq,100,GL,2021-11-28 19:57:39,65,68.3065,-53.4641,20.73,24.49
533,La Ronge,90,CA,2021-11-28 19:54:10,74,55.1001,-105.2842,23.25,12.66
534,Vanimo,100,PG,2021-11-28 19:57:40,90,-2.6741,141.3028,76.78,5.03
535,La Macarena,74,CO,2021-11-28 19:57:40,53,2.1837,-73.7849,88.59,6.53
536,Muisne,100,EC,2021-11-28 19:57:40,83,0.6,-80.0333,82.51,12.08
537,Ocampo,100,MX,2021-11-28 19:57:41,35,21.65,-101.5,66.69,3.58
538,East London,20,ZA,2021-11-28 19:57:41,77,-33.0153,27.9116,69.44,5.48
539,Port Blair,11,IN,2021-11-28 19:57:41,74,11.6667,92.75,79.86,7.54
540,Fort Frances,90,CA,2021-11-28 19:54:10,63,48.5999,-93.4003,26.82,6.91
541,Katangli,100,RU,2021-11-28 19:57:42,82,51.7102,143.2326,21.65,6.85
542,Murchison,96,NZ,2021-11-28 19:57:42,98,-41.8,172.3333,60.91,0.58
543,Gilgit,67,PK,2021-11-28 19:57:42,54,35.9221,74.3087,43.3,3.27
544,Vestmanna,90,FO,2021-11-28 19:57:43,80,62.1564,-7.1664,34.72,0.0
545,Alamos,98,MX,2021-11-28 19:57:43,27,27.0167,-108.9333,81.75,2.62
546,Nakhon Nayok,100,TH,2021-11-28 19:57:43,68,14.1667,101.1,80.58,5.79
547,Byron Bay,93,AU,2021-11-28 19:57:44,86,-28.65,153.6167,67.95,8.77
548,Fuling,100,CN,2021-11-28 19:57:44,69,29.7022,107.3919,55.85,1.97
549,Batagay-Alyta,99,RU,2021-11-28 19:57:44,93,67.8006,130.4114,-19.07,4.09
550,Seydi,0,TM,2021-11-28 19:57:44,47,39.4816,62.9137,46.4,7.74
551,Riyadh,0,SA,2021-11-28 19:57:45,33,24.6877,46.7219,64.54,7.58
552,Saint Anthony,20,US,2021-11-28 19:58:45,30,45.0205,-93.218,39.13,11.5
553,Oyotun,100,PE,2021-11-28 19:58:45,50,-6.8519,-79.3036,72.99,9.01
554,Tazovskiy,90,RU,2021-11-28 19:58:46,100,67.4667,78.7,-14.48,5.1
555,Upata,84,VE,2021-11-28 19:58:46,79,8.0086,-62.3989,79.12,6.29
556,Eureka,79,US,2021-11-28 19:58:46,82,40.8021,-124.1637,54.21,4.7
557,Honiara,99,SB,2021-11-28 19:58:47,83,-9.4333,159.95,80.19,2.24
558,Inhambane,0,MZ,2021-11-28 19:58:47,67,-23.865,35.3833,71.94,11.32
559,Pathalgaon,100,IN,2021-11-28 19:58:47,49,22.5667,83.4667,57.87,3.49
560,Grand Gaube,7,MU,2021-11-28 19:58:47,71,-20.0064,57.6608,75.6,7.05
561,Kuusamo,40,FI,2021-11-28 19:58:48,84,65.9667,29.1833,-2.16,4.61
562,Rimouski,100,CA,2021-11-28 19:58:09,75,48.4488,-68.524,28.08,19.06
563,Bandarbeyla,32,SO,2021-11-28 19:58:49,74,9.4942,50.8122,78.1,19.26
564,Sucre,63,BO,2021-11-28 19:54:58,50,-19.0333,-65.2627,69.24,24.36
565,Nikolayevka,100,RU,2021-11-28 19:58:49,99,53.1257,47.2041,34.52,5.59
566,Cabinda,20,AO,2021-11-28 19:58:49,83,-5.55,12.2,80.74,8.05
567,Paka,100,MY,2021-11-28 19:58:50,100,4.6374,103.4368,75.13,0.0
568,Palafrugell,13,ES,2021-11-28 19:58:50,61,41.9174,3.1631,36.36,16.2
569,Kafanchan,44,NG,2021-11-28 19:58:50,26,9.5833,8.3,71.53,2.8
570,Quatre Cocos,4,MU,2021-11-28 19:58:51,72,-20.2078,57.7625,75.31,5.17
571,Nabire,96,ID,2021-11-28 19:58:51,91,-3.3667,135.4833,75.92,3.76
572,Zhuhai,0,CN,2021-11-28 19:58:51,73,22.2769,113.5678,69.51,12.66
